Site,SampleID,Depth,Age,Events,Na,Mg,Al,P,K,Sc,Ti,V,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Y,Zr,Nb,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Pb,Th,U,CaCO3,d13C,d18O,SREY,Ca
762C,25X-4 91,393.92,53.86880993,post-H2,0.473617094,0.301693271,1.050877105,0.020502028,0.288832017,2.122286335,0.066004901,23.99561373,0.020623083,0.753777302,2.146765298,8.79213167,20.6054967,20.74299563,12.43308036,880.314805,9.682924083,14.72213053,1.975712214,0.080629312,0.92575339,841.0106732,8.924708514,12.65132593,1.713988881,6.556807907,1.258149066,0.259951033,1.284316327,0.192868126,1.210555757,0.268626877,0.792993615,0.117802665,0.730052255,0.107168405,0.413583097,6.048844075,2.235302747,0.267428149,82.68882272,1.381501913,-1.019992706,45.75223944,26.60180428
762C,25X-4 103,394.04,53.87426912,post-H2,0.446485198,0.289462348,0.989501296,0.028063799,0.265487411,2.11405025,0.05597612,19.86514386,0.02187136,0.666076758,1.771728251,7.609775298,13.21534272,19.19896816,11.46702453,887.239347,9.925225215,13.81000903,1.712961262,0.045522786,0.831044148,665.8148158,8.661785114,12.07220171,1.580843069,6.084776287,1.202659946,0.25913064,1.246309418,0.181557579,1.208765827,0.267262154,0.797087674,0.114664572,0.748201545,0.105329616,0.377677624,4.544576,2.092907297,0.326644541,85.46677539,1.232532934,-1.111232774,44.45580037,27.42279986
762C,25X-4 115,394.16,53.87972832,post-H2,0.410947206,0.280321387,0.910216794,0.027802196,0.267755045,1.923804052,0.04738465,19.09586351,0.027052327,0.578693151,1.632114665,5.96649889,22.54377037,16.5697973,11.22713659,826.9395371,9.285739709,12.71536201,1.644630079,0.06143641,0.784006019,632.7178109,8.279543106,11.61413216,1.477515817,5.698129137,1.022489178,0.235252954,1.159746091,0.170602668,1.09120513,0.24857509,0.749548949,0.106336504,0.709680563,0.103173116,0.362405724,4.688137883,1.973683228,0.522895047,84.89425417,1.188298803,-1.041006232,41.95167017,27.19436001
762C,25X-4 127,394.28,53.88518751,post-H2,0.454990323,0.31920638,1.148533412,0.024173488,0.299527881,2.094438263,0.052906714,20.51504945,0.022447309,0.782223673,1.943660615,8.135291875,14.85842305,19.18655484,13.01346103,857.2425749,10.03089242,14.55020862,1.992034381,0.066361494,0.951802577,607.9922543,9.133615188,12.96131855,1.716371856,6.510222021,1.182979408,0.263763741,1.271196448,0.193578753,1.210745937,0.270291832,0.813790646,0.110806023,0.776885344,0.1159397,0.400040265,5.051146399,2.358134729,0.261485194,84.04908422,1.161276988,-1.147747544,46.56239787,27.38811803
762C,25X-4 136,394.37,53.88928191,post-H2,0.456658954,0.319518368,1.203088954,0.025141098,0.310815505,2.177148081,0.056652544,19.87991348,0.026484952,0.774382863,1.877040113,7.843143023,13.99434636,18.45237691,13.93119348,800.0947173,9.720323011,15.05013742,2.044852369,0.081238213,0.95714993,614.1129157,8.980217445,13.09791051,1.70654961,6.368594078,1.184198661,0.235417271,1.254946135,0.191269321,1.247836531,0.269197396,0.810960235,0.115612866,0.77648415,0.113683322,0.435875043,5.154603935,2.277041928,0.257453273,83.27367723,1.144547963,-0.968660055,46.07320054,27.80025663
762C,25X-4 143,394.44,53.89246644,H2,0.4331619,0.297761062,1.117089996,0.027926647,0.304891467,2.046803307,0.051539773,18.879014,0.026036949,0.700650796,1.700356223,6.756832768,20.20703946,25.80013753,12.81267927,775.2964524,9.598760003,14.76010937,1.9611346,0.072845283,0.919450893,575.9786914,8.810021136,12.54526243,1.590027699,6.041656355,1.134819124,0.240096112,1.258685621,0.178721336,1.183421025,0.258857701,0.784801141,0.115235604,0.769443691,0.112404755,0.418569864,5.278847024,2.174490852,0.296290873,83.55740928,1.156284612,-1.038175146,44.62221373,27.7294716
762C,25X-5 5,394.56,53.89792563,H2,0.487231258,0.335787066,1.367253921,0.035836956,0.370528738,2.383917937,0.059075732,22.25074489,0.023835685,0.935681055,2.034961035,8.880194187,16.50943549,20.0860366,15.96284491,823.947668,10.63718094,16.55677463,2.351578388,0.050096173,1.149999743,738.9038578,9.908622769,14.56802841,1.869943382,7.319608223,1.298331481,0.267941731,1.374063965,0.211273412,1.372810524,0.287448374,0.849199447,0.12611651,0.83975699,0.122204717,0.46839247,5.326622472,2.571501644,0.251562959,80.09060628,1.090798655,-1.051070689,51.05253087,27.16317309
762C,25X-5 16,394.67,53.90720787,H2,0.579255855,0.36259498,1.49738371,0.038977073,0.420575873,2.771804684,0.067309303,28.12907712,0.018766342,1.004697066,2.057643074,10.06300852,26.99799195,23.74221466,18.05438828,954.2768542,11.79238853,19.99661819,2.710749186,0.09432227,1.220354152,857.7659473,11.02371897,16.4358151,2.160628916,8.266203696,1.46758946,0.309783349,1.612509294,0.245423167,1.48929956,0.32208082,0.944958672,0.131992526,0.911147273,0.128617619,0.568891467,5.25615383,3.105002826,0.291402056,78.82592725,0.958261433,-1.227966833,57.24215695,27.60665344
762C,25X-5 28,394.79,53.91837104,H2,0.65214002,0.38458586,1.714981543,0.043181928,0.489506797,2.851871718,0.074639091,32.32843511,0.011171516,1.328908891,2.529333686,12.98615828,16.05047016,27.06012936,20.9364163,1002.438698,12.28914061,22.8849685,3.129312816,0.125714734,1.383526687,851.3694491,11.86666497,17.55570012,2.334736615,9.111497475,1.685977359,0.350541305,1.80455188,0.264389499,1.649934082,0.350971748,0.98992958,0.135773021,0.882400476,0.13196368,0.630681118,4.953953743,3.738451667,0.298130033,74.27441157,0.724277142,-1.24923589,61.40417243,26.58735162
762C,25X-5 37,394.88,53.92674341,H2,0.59819849,0.340636024,1.475261268,0.042679279,0.465705797,2.866714918,0.06378888,31.30235258,0.019027257,1.009937114,2.046223278,9.767492126,16.55985063,21.33030912,18.50031624,946.8562778,13.33206962,18.94230374,2.639210819,0.120367471,1.216807136,1011.199951,12.0454759,16.19527975,2.249272406,8.604794148,1.585918248,0.352861549,1.770170687,0.253194629,1.652389402,0.359785732,1.005048266,0.14509231,0.920343668,0.133779435,0.537019223,5.068959663,3.170374172,0.28254998,78.27926408,0.658164515,-1.154823038,60.60547574,28.82035608
762C,25X-5 46,394.97,53.93511578,H2,0.564806824,0.32039385,1.348567514,0.036717383,0.471921944,2.444680805,0.063985113,27.73257713,0.020024545,0.945186421,1.792893398,9.404270282,13.67761787,20.67722911,17.48067334,900.3055714,12.59095441,17.64621881,2.351572215,0.063021082,1.169267502,887.5766126,11.35094106,15.87161715,2.169002394,8.409590667,1.53524969,0.325720694,1.710502391,0.249932763,1.615992514,0.34472298,0.981726277,0.139493605,0.895141651,0.133607897,0.48725038,5.268207287,3.074026027,0.251661356,79.37423576,0.728172466,-1.289670536,58.32419614,29.22482477
762C,25X-5 55,395.06,53.94348815,H2,0.444466322,0.275522168,1.032984894,0.034411475,0.382457129,2.271281903,0.054712053,24.3023593,0.025457933,0.74579008,1.611102569,6.683330352,36.59402768,17.04010378,14.67969435,883.8773248,12.71853257,15.81981646,1.866698639,0.092863423,0.880401397,585.0001747,10.52793126,14.31402816,2.017750802,7.988219253,1.544840143,0.318625824,1.631173641,0.244535037,1.510121081,0.338241823,0.978549397,0.136313257,0.89130545,0.131162092,0.43939457,5.285957151,2.605742678,0.278351629,85.03863112,0.500359348,-1.484804585,55.2913298,31.87774987
762C,25X-5 62,395.13,53.95,H2,0.438244569,0.2714146,1.031505048,0.040925365,0.374511067,2.13991278,0.05638449,23.56384462,0.026545032,0.683393601,1.437356111,6.446467076,97.54263435,17.10911276,13.44013923,857.957366,12.5509382,15.63686141,1.819540926,0.070341325,0.870772522,539.5202569,10.54422675,14.03191871,1.981198054,7.808047978,1.4848139,0.339746306,1.59873013,0.248622963,1.547420571,0.343258589,0.979508928,0.140705837,0.90809628,0.128593952,0.440254181,5.73525887,2.537419226,0.263390834,84.61463622,0.483585849,-1.375903577,54.63582715,31.99231946
762C,25X-CC 10,395.26,53.96291275,H2,0.650707769,0.355497414,1.520413415,0.042562283,0.494268761,2.523674534,0.078641673,28.39218428,0.018444208,1.163559387,2.263293118,11.5858032,10.72482848,22.73811276,19.04877279,877.0138618,13.67570396,21.0305153,2.803059402,0.107201603,1.272344117,693.5940361,12.4908918,16.87127377,2.421314163,9.291552403,1.805480294,0.388389637,1.900072302,0.284384391,1.805908941,0.384099256,1.095938891,0.152182653,1.012824371,0.145554427,0.6075409,5.20522783,3.282764097,0.272500603,77.07349759,0.707943273,-1.2758494,63.72557126,28.89816426
762C,25X-CC 25,395.41,53.97781208,H2,0.500509253,0.28416526,1.112411383,0.035489939,0.402562447,2.284030865,0.062078616,23.43730234,0.021111548,0.751362218,1.680042682,7.166553612,16.38584515,17.66979499,14.3429872,926.3810689,11.15672412,15.82543754,1.927878628,0.070559312,0.918115879,536.3632426,10.17572857,14.80296775,2.034465862,7.900766129,1.453595739,0.32788731,1.559101217,0.223748929,1.42424793,0.310601557,0.902040346,0.130833667,0.839673541,0.121033836,0.443844777,4.89376796,2.660132668,0.224812694,85.10200479,1.034207976,-1.189856149,53.3634165,31.16538025
762C,25X-CC 42,395.58,53.99469799,ETM2,0.524607106,0.297663141,1.086012221,0.028197025,0.334600315,2.243164965,0.053514442,21.65226394,0.023512306,0.661250022,1.662254261,7.019992809,16.09061845,18.06289726,12.54243022,844.057177,9.749085665,14.89969102,1.918994814,0.076774262,0.907494852,617.2145377,8.888367807,12.95821473,1.607974187,6.518732563,1.16947051,0.252958362,1.222818381,0.190027362,1.168946915,0.26143999,0.749068344,0.108040572,0.75957636,0.111007332,0.391119533,8.959697738,2.281128957,0.378589904,85.17112855,1.075237259,-1.100214386,45.71572908,30.44970694
762C,26X-1 15,398.0876979,54.15624782,pre-ETM2,0.406231117,0.301767538,0.990220245,0.034824664,0.281424301,2.069654566,0.045400747,24.46021305,0.023357539,0.74631109,1.763614485,7.913735099,7.070844897,17.99458856,11.57346554,786.7200118,10.35986983,13.49987205,1.782103967,0.053884974,0.822010397,616.6204125,9.039661365,11.68417106,1.658148983,6.264436782,1.152618016,0.252983778,1.28462636,0.184636747,1.272650307,0.283408604,0.841295209,0.116696058,0.799281472,0.116647408,0.373294187,4.700988109,2.145874553,0.191086289,83.42269853,1.285981114,-0.915463561,45.31113198,29.9326225
762C,26X-1 92,398.5097442,54.17299737,pre-ETM2,0.486821007,0.339342441,1.358745579,0.034420395,0.359472202,2.565492795,0.069687604,24.13883179,0.015462257,0.93034244,2.151567459,10.38002567,26.96687334,25.80521032,15.59150324,913.6581514,10.45471489,18.5392556,2.421992007,0.115739264,1.143533218,689.8991297,9.715850673,13.91995721,1.86179224,7.101215246,1.317526968,0.284387905,1.36691951,0.203350991,1.289973289,0.29372779,0.822378888,0.116002683,0.770092806,0.119067854,0.492079893,4.90765028,2.761175694,0.236291204,79.70153642,1.377241257,-1.175740147,49.63695895,29.09818945
762C,26X-2 15,398.909866,54.18887681,pre-ETM2,0.435014925,0.314780271,1.11916701,0.030207799,0.308791791,2.241825346,0.062323399,26.31715199,0.019450932,0.713465306,1.9036226,8.329380093,12.05411178,26.21821202,12.45256527,893.9831353,10.85405203,16.10190679,2.094645738,0.0768036,0.9419814,749.4514645,9.69864667,12.98556665,1.760441408,6.711167536,1.256063024,0.265170959,1.390188213,0.209846152,1.33840077,0.306698517,0.892351135,0.125844217,0.821579728,0.123469611,0.460049878,4.741222022,2.373380852,0.2925742,81.61887413,1.386834385,-0.894236522,48.73948662,31.0702408
762C,26X-2 66,399.1894032,54.19997067,pre-ETM2,0.464364581,0.321430243,1.174416082,0.033378848,0.338119913,2.51671159,0.058341671,26.49906261,0.021219027,0.768459459,1.846485709,8.621679888,11.48822825,22.82126553,14.19707108,884.788237,11.7984739,17.83066617,2.123634306,0.093613794,0.968718695,750.2982969,10.28010258,14.3059068,1.950538392,7.569367905,1.477455817,0.307043906,1.553885383,0.23812871,1.45027246,0.325645606,0.925749924,0.13667463,0.849781164,0.126111942,0.486031611,5.132228815,2.51583848,0.289430735,83.47448358,0.980928299,-1.180633366,53.29513912,31.10405888
762C,26X-3 32,399.8252132,54.22520376,pre-ETM2,0.488632471,0.355067072,1.224388209,0.022701228,0.329418948,2.405486403,0.063216463,29.76168589,0.022727609,0.821697361,2.238110319,10.01415989,14.52228409,31.87842406,13.44216919,909.0815593,11.80569979,16.44423312,2.076558884,0.078322764,1.022028681,810.1596175,10.39262516,13.67566549,1.995648132,7.861240917,1.442926347,0.318574332,1.621827302,0.239396629,1.505288898,0.325741131,0.966256046,0.141457327,0.897525568,0.126859468,0.465316164,5.142212948,2.574621067,0.247056188,81.20271051,1.277545489,-1.047316291,53.31673253,34.42591074
762C,26X-3 69,400.0280146,54.23325224,PETM-ETM2,0.476378355,0.246384378,0.73737713,0.029228567,0.211961819,1.624563044,0.031965977,18.48809063,0.021917445,0.476283928,1.34870882,5.462009702,8.508615836,14.5831724,8.988923533,828.4952065,8.681955762,10.14651841,1.237971757,0.062814795,0.598020153,667.4278029,7.126383477,9.012087925,1.327614235,5.081515944,0.980651805,0.213894809,1.095032614,0.159599221,1.04873086,0.23286912,0.686114241,0.095204975,0.618022488,0.097238628,0.272540691,3.732832718,1.53306927,0.434828078,82.29610191,1.421282543,-0.902414272,36.4569161,32.08503813
762C,26X-4 37,400.6747868,54.25892038,PETM-ETM2,0.342803718,0.251136516,0.782867618,0.01963975,0.216089169,1.642079092,0.041309387,15.66462768,0.024986878,0.522082945,1.482282692,5.909129612,15.48960281,17.3200694,9.010762065,775.7253284,9.188905194,10.65365521,1.402894654,0.04869631,0.666308922,627.7880416,7.731476682,9.594057207,1.387184015,5.518202311,1.040313552,0.226849872,1.150337017,0.174386422,1.098865517,0.248428484,0.728113951,0.104838611,0.658546301,0.100942035,0.30188958,4.353831363,1.67376056,0.204212388,84.8879941,1.470113246,-0.960090309,38.95144717,33.23395011
762C,26X-4 109,401.0694275,54.2745823,PETM-ETM2,0.448237285,0.306548233,1.039621457,0.025651126,0.262736352,2.217593659,0.060242288,23.21374221,0.02286587,0.756097477,2.389929638,9.318595721,20.72298426,20.63162329,12.29666877,806.8867828,10.23736826,14.47578758,1.88876677,0.073320187,0.908075522,673.4338173,8.993975477,12.68954006,1.703055047,6.578819489,1.218545625,0.263712813,1.365237103,0.205952151,1.30306422,0.285187961,0.8513269,0.125088209,0.774551485,0.113934605,0.396718916,4.551781329,2.248384608,0.198251691,80.94608737,1.504641133,-0.888604726,46.70935941,31.79140315
762C,26X-5 41,401.5188794,54.29241948,PETM-ETM2,0.409619935,0.292495648,1.014950441,0.027484609,0.245186701,1.99492841,0.051176383,27.32052254,0.020622287,0.618252236,1.787589614,7.482110913,8.658104186,17.59402586,12.12836651,726.3500505,9.389208401,13.51440471,1.828805976,0.055002122,0.874293076,666.682136,8.383525591,11.63385005,1.562606739,6.066447291,1.129271716,0.239267059,1.245813148,0.184354984,1.18124585,0.25725322,0.787403463,0.109336912,0.718005133,0.108719413,0.398257086,4.151664968,2.142352752,0.222994559,80.39691541,1.419885551,-0.813355663,42.99630897,30.36387545
762C,26X-5 101,401.8477467,54.30547107,PETM-ETM2,0.611883188,0.447313688,1.850845377,0.037173126,0.436850874,3.469793655,0.096440686,31.41482723,0.012773139,1.337093892,2.859889384,13.65647862,17.26455791,29.69417358,21.92741473,882.7721811,12.59899626,25.53125979,3.243833234,0.050602563,1.536852774,639.6313316,12.43670006,18.96932675,2.534638539,9.959766887,1.873514453,0.408972692,1.870764141,0.284408287,1.765801361,0.37287927,1.074641342,0.150504696,0.932071343,0.144689197,0.694332773,4.198932567,3.930097491,0.299132535,72.76966627,1.066349853,-1.235668609,65.37767527,27.6220034
762C,26X-6 28,402.2697929,54.32222062,PETM-ETM2,0.499383748,0.382121459,1.48768163,0.029786852,0.326379449,2.918660699,0.078416519,32.17409754,0.019473359,1.054995894,2.82147148,12.48670369,11.17238713,24.3301251,18.1400982,794.155967,11.40990048,20.92078869,2.763515031,0.095465528,1.300849511,761.2813915,10.79926842,16.35443678,2.095328457,8.372562838,1.527443263,0.319139747,1.569801588,0.245331737,1.550962101,0.323121248,0.96895629,0.139793104,0.913987461,0.124058622,0.578420661,4.50239052,3.161144282,0.261032834,72.89581037,1.369526488,-1.023372541,56.71409214,27.70673803
762C,27X-1 12,402.63,54.33651599,PETM-ETM2,0.541746623,0.385356685,1.590606727,0.038162053,0.366177236,3.126254296,0.082355717,31.32680111,0.021561144,1.075629791,2.580618312,11.98994679,29.15901899,24.4163763,19.24136596,935.455675,11.50774164,21.71081838,2.857863059,0.082382742,1.340269303,746.6757911,10.99409622,17.65775942,2.186199974,8.414253909,1.538555277,0.335085704,1.611581481,0.25012875,1.533490477,0.330885874,0.959078111,0.137482049,0.863926987,0.132147621,0.601544397,6.236184169,3.442391302,0.283165235,75.33376009,1.239990659,-1.164011625,58.4524135,27.6273444
762C,27X-1 46,402.97,54.3500094,PETM-ETM2,0.626804583,0.449964325,1.862554723,0.03352987,0.37065867,3.369659152,0.099387691,33.71049274,0.019647075,1.274836043,3.099664674,14.91963948,42.61874897,28.03712164,20.82693483,838.6393437,11.35478301,24.38480626,3.313237376,0.107723376,1.56730843,765.7367823,11.26582131,18.58432393,2.241093997,8.878083726,1.587927932,0.34466311,1.636397014,0.24518294,1.562063844,0.329556816,0.97761025,0.137557329,0.93175007,0.134634797,0.677714711,4.687879817,3.767150156,0.29613704,70.99118341,1.434033586,-1.094499938,60.21145007,26.12895198
762C,27X-1 65,403.16,54.35754984,PETM-ETM2,0.551902814,0.388403692,1.589585051,0.032901132,0.334555001,3.152517155,0.079482009,31.83588918,0.024624875,1.028974499,2.706093193,11.66999816,41.20403245,26.8142673,17.05089422,798.062972,11.82126757,21.535224,2.727865347,0.115960803,1.32166742,734.2107463,11.02506426,17.66388224,2.164680316,8.436013695,1.547917168,0.334780376,1.582853878,0.241570678,1.569443844,0.334523007,0.9772023,0.146800396,0.970078172,0.142035318,0.596691609,9.148937046,3.235473256,0.302750711,76.94583665,1.387021682,-1.034060328,58.95811322,28.01347273
762C,27X-1 107,403.58,54.37421818,PETM-ETM2,0.603585635,0.453784661,1.990278398,0.040508302,0.425434793,3.593994799,0.097170235,40.18870311,0.01718737,1.382165824,3.365997452,15.31564415,23.39655485,28.35711859,21.84087261,910.3331473,11.81068156,26.92345326,3.478208947,0.0939288,1.609246735,717.3258341,11.82615072,19.52283941,2.36428525,9.257981611,1.71797663,0.360541506,1.76613404,0.257964374,1.64965323,0.347089905,0.972368052,0.139557957,0.931465888,0.135529283,0.741453085,5.769585895,4.172059746,0.350949467,69.40305341,1.216306932,-1.223184576,63.06021941,26.60766407
762C,27X-1 146,403.97,54.38969592,PETM-ETM2,0.439836268,0.32198353,1.187279694,0.02767845,0.284452578,2.340283166,0.064324718,23.225238,0.028902111,0.733673389,2.037528422,8.146671972,29.21991411,24.83980196,13.06610582,813.4858824,10.89312544,15.70854791,2.143795472,0.095568481,1.012774595,645.36364,9.356611897,14.41074646,1.823385011,6.891620124,1.345848933,0.287382958,1.499262654,0.211310052,1.452398446,0.29645298,0.909521984,0.133728369,0.885092247,0.133147066,0.463358734,8.832997606,2.527675049,0.286321923,81.92840435,1.355082677,-0.979011982,50.52963462,29.18234703
762C,27X-2 33,404.34,54.40437994,PETM-ETM2,0.633796792,0.440366533,1.850303955,0.107898741,0.441587428,3.457011112,0.098722935,35.24843612,0.021044205,1.219854468,3.018859848,12.27351045,17.88204516,32.86932138,20.33980336,940.9759572,19.84812025,24.57203972,3.2470325,0.160948935,1.569036983,611.7441676,16.02611467,31.34139788,3.807136279,15.18704148,3.001243966,0.676685407,3.173264814,0.448823488,2.7977182,0.584015773,1.673057142,0.217276346,1.269087759,0.178150272,0.690049557,6.661644007,3.944727745,0.554606991,72.510093,1.18645726,-1.293088114,100.2291337,26.33497675
762C,27X-2 80,404.81,54.4230326,PETM-ETM2,0.493135294,0.359983812,1.388514464,0.05029711,0.306041359,2.763951648,0.076672246,27.31814253,0.021109124,0.900329444,2.194344674,10.18344234,12.88133802,28.03197637,15.26532124,879.4745804,10.82775176,18.81169198,2.458119775,0.102338395,1.208841805,788.1786268,9.634080931,15.82045885,1.971672778,7.649619277,1.494903724,0.318489305,1.563622149,0.220668917,1.483033725,0.307318044,0.954787629,0.130234823,0.863898428,0.12660598,0.546912991,4.826585029,2.960508547,0.358952206,77.14113277,1.547272685,-1.093557204,53.36714632,28.04840791
762C,27X-2 108,405.09,54.43414483,PETM-ETM2,0.458789527,0.344207268,1.357999921,0.045322607,0.281854478,2.587775022,0.073650711,25.89328989,0.022811253,0.872838362,2.203304291,9.760914107,12.32560184,26.56994523,14.34103038,847.8480108,10.33926294,17.71445576,2.370015938,0.088481894,1.129551852,662.6203367,9.03911375,14.55075053,1.793354166,6.972741443,1.278333992,0.295121351,1.412588554,0.209289203,1.416253512,0.302045634,0.920656657,0.132939509,0.823909273,0.125469007,0.522419188,4.825699252,2.868391647,0.254802227,77.15261736,1.590211711,-1.052217917,49.61182952,27.80516297
762C,27X-2 136,405.37,54.44525705,PETM-ETM2,0.573889515,0.430763469,1.832615246,0.057312499,0.396702138,3.431631582,0.09439729,36.42221104,0.016764587,1.233320338,2.742598477,13.18228956,38.40174221,31.61944226,20.05282253,961.7961715,12.22674855,23.88538173,3.14718129,0.092594684,1.550622783,583.0901797,11.07137417,18.94460081,2.400526863,9.479896125,1.819403153,0.388459736,1.86905611,0.264830368,1.740513961,0.350439613,1.056485608,0.150982613,0.944100878,0.13918778,0.676543123,10.10056885,3.854312175,0.378209299,73.1411028,1.357,-1.275,62.84660634,26.32945505
762C,27X-3 21,405.72,54.45914734,PETM-ETM2,0.473056356,0.332486914,1.41622312,0.047125652,0.297422257,2.743060899,0.082148886,27.13273735,0.019368961,0.878898628,2.305683615,10.04769588,11.35178041,27.37922505,14.31878759,875.2185465,11.90104517,18.42404331,2.484634266,0.087133606,1.155250259,751.7540225,9.62557251,15.51545776,2.01003887,7.789231351,1.516490006,0.326112372,1.627027085,0.232923517,1.551577103,0.339224554,1.019545171,0.138035684,0.921103157,0.134296771,0.558118967,4.417674056,3.012979596,0.265391065,76.02583694,1.677169937,-1.004450794,54.64768108,26.80993546
762C,27X-3 48,405.99,54.4698627,PETM-ETM2,0.636808374,0.43069113,1.939251232,0.056304682,0.37814338,3.237511499,0.107574021,32.9758231,0.017408058,1.172033357,3.62859215,15.03883524,17.27358602,31.79736128,19.16309479,953.746076,12.72057691,24.35070493,3.358626547,0.151640926,1.493507232,825.4563237,10.71096311,19.11700656,2.356513391,9.44606684,1.768564759,0.379425979,1.834589465,0.260042596,1.736014498,0.354928779,1.086843488,0.146650035,0.944848117,0.138546284,0.700358304,5.033488918,3.75779298,0.323467975,69.7193668,1.714170724,-1.097726122,63.00158082,25.63126897
762C,27X-3 77,406.28,54.48137179,PETM-ETM2,0.496126317,0.330916965,1.407407878,0.049805143,0.290142386,2.587500765,0.071348965,26.31721589,0.021431627,0.835133471,2.336496137,9.581047997,203.6882759,37.72220378,13.19359271,896.1667477,11.1383664,17.1590485,2.29004316,1.096972363,1.065703892,792.8171083,9.038214973,13.91807937,1.795920533,7.044544826,1.327496574,0.273748323,1.447058522,0.214866477,1.410101163,0.300533951,0.908487568,0.126527929,0.865543282,0.129466655,0.500609322,23.75971381,2.714819188,0.271773614,75.96330743,1.809617105,-0.988562994,49.93895654,27.78950533
762C,27X-3 121,406.72,54.49883386,PETM-ETM2,0.463374189,0.323988758,1.320476758,0.044269428,0.264728177,2.477739248,0.076219399,22.26623948,0.022118082,0.782255985,2.314185392,10.18215591,37.4159627,26.66422615,12.92788545,904.1701791,10.96633389,16.87936635,2.203985983,0.080134034,1.008404431,619.3512692,9.04384811,13.34942505,1.848363349,7.301883494,1.422954947,0.291455905,1.464028598,0.216177727,1.416457166,0.301100848,0.922021955,0.13059805,0.851274377,0.124946765,0.480626071,7.769177959,2.66012174,0.247666213,77.18188223,1.786135933,-1.083946231,49.65087023,28.2755638
762C,27X-4 5,407.06,54.51232727,PETM-ETM2,0.416803281,0.3669659,1.494286601,0.042884174,0.268131242,2.746817006,0.07780972,28.49819396,0.017314482,0.982406854,2.632476367,10.91007448,12.1274763,27.82477433,14.4448781,922.6231634,11.35293358,18.82532798,2.517315541,0.099836179,1.165722586,580.5295253,9.496713844,14.24306193,1.945415813,7.678085357,1.520346808,0.314260197,1.555404073,0.231974648,1.496374744,0.311444875,0.980817122,0.138393434,0.859798437,0.127808061,0.557068461,3.904059388,3.115033816,0.254106658,77.06463038,1.723990464,-1.006927177,52.25283292,27.93913173
762C,27X-4 14,407.15,54.51589906,PETM-ETM2,0.421371559,0.379950724,1.528830425,0.050590736,0.274874422,2.929615252,0.075056011,26.68471614,0.016991929,1.060733615,2.772173974,12.00365369,16.54867819,26.44883778,14.55285095,949.457849,12.58189667,19.48610394,2.653033458,0.100841819,1.210098561,712.4561594,10.18257252,15.68082925,2.110764966,8.3462763,1.588740821,0.365022235,1.665898441,0.244623651,1.635759581,0.352688407,1.069945951,0.146768359,0.95936606,0.143532993,0.566670597,4.136281317,3.159874145,0.27061098,76.2323715,1.73897736,-1.018380866,57.07468621,27.99152547
762C,27X-4 23,407.24,54.51947085,PETM-ETM2,0.41847978,0.345951669,1.379045435,0.035724662,0.22943866,2.615888226,0.072065008,25.27123046,0.017126658,0.925918512,2.678154673,11.49953489,16.92159374,24.00316324,12.88522774,942.8787275,11.59417386,17.22237133,2.234508368,0.091187618,1.01838416,715.2386458,9.102152448,13.71942368,1.867901888,7.428425326,1.361343149,0.345554603,1.573548835,0.229638393,1.457669861,0.321443268,0.978610741,0.133788489,0.976943976,0.128202149,0.508393018,4.011597881,2.766487143,0.231507284,76.49148136,1.859794641,-0.905158456,51.21882066,28.53231507
762C,27X-4 38,407.39,54.52542382,PETM-ETM2,0.47738996,0.393216765,1.595521603,0.050006429,0.251122735,2.984796978,0.07814259,29.79384094,0.015658955,1.087941333,2.984004643,13.24631064,11.35083552,27.28344359,14.71061318,953.9321096,12.75965725,20.36887578,2.695982619,0.116534343,1.192934561,798.5729544,10.25338318,15.51877474,2.09908245,8.277972281,1.576779422,0.382534832,1.782935928,0.257396122,1.646280046,0.343052654,1.04339192,0.143746093,0.975976918,0.138889144,0.575300503,4.158392245,3.144435801,0.260735762,75.43106931,1.81061222,-0.983675514,57.19985298,28.32095756
762C,27X-4 48,407.49,54.52939248,PETM-ETM2,0.565389451,0.447849426,1.965698183,0.051511951,0.303562046,3.629458078,0.101634038,35.58131477,0.013860172,1.222823893,3.447374947,15.3739708,12.74300647,29.10589274,18.12714478,991.0115328,13.26013169,25.38403271,3.312853083,0.134576119,1.457916443,898.0029509,11.11944219,17.72621689,2.306469862,9.279888569,1.78831473,0.416630763,1.880887325,0.275602934,1.772598357,0.372877005,1.145455721,0.160078543,1.001215529,0.148463468,0.711706193,4.502559776,3.783161386,0.314060196,70.90454199,1.724465701,-0.841152065,62.65427358,27.4800579
762C,27X-4 62,407.63,54.53494859,PETM-ETM2,0.516642443,0.380513858,1.545494082,0.043251872,0.238173579,2.920702087,0.08400775,29.20076055,0.017983001,0.945499053,2.714944042,12.68440437,10.2308112,26.19733436,13.11251445,906.7608909,11.77279757,19.77070741,2.52670627,0.068171665,1.122066492,816.9739551,9.512021046,14.80951792,2.016509372,7.808369437,1.49738229,0.361441448,1.657830711,0.233410607,1.51416273,0.333277643,1.019139086,0.143614068,0.928931687,0.134071108,0.551903008,4.28809794,2.987301324,0.263189148,75.53958944,1.794582688,-0.894265598,53.74247673,29.18330042
