Site,SampleID,Depth,Age,Events,Na,Mg,Al,P,K,Sc,Ti,V,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Y,Zr,Nb,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Pb,Th,U,CaCO3,d13C,d18O,SREY,Ca
762C,19X-3 27,334.78,50.68586982,EECO,0.507190682,0.257920516,0.497926503,0.041836412,0.283879932,1.458282562,0.028343664,19.10137006,0.015871726,0.645459697,0.983150806,4.530697961,7.662620568,16.77267234,8.919321132,658.7648202,11.49719235,8.520585111,0.804272789,0.068436563,0.482618717,1141.409689,8.339752049,7.016188801,1.467425174,5.901005554,1.084415907,0.244989447,1.35043758,0.200857649,1.324354167,0.298630249,0.862564047,0.123890811,0.819481535,0.115239608,0.230639771,3.24069732,1.133240425,0.117329897,88.02015386,1.309696197,-0.775310997,40.64642493,31.09668271
762C,19X-3 89,335.4,50.74328402,EECO,0.493800694,0.240010988,0.50020328,0.042268557,0.272187054,1.183257509,0.029109608,20.31902156,0.017067333,0.586940045,0.950314541,4.744944138,7.407582073,19.39262802,7.914311281,682.2509236,10.70910597,8.983908481,0.888735637,0.056162522,0.438188396,736.90504,8.045861827,7.07149387,1.414405396,5.429490744,0.977114423,0.223673636,1.245535513,0.178421762,1.225012464,0.265585724,0.806389515,0.11329493,0.738901125,0.114048631,0.232441311,3.567168975,1.093106515,0.123608908,90.59111828,1.657350805,-0.746499904,38.55833553,30.86838666
762C,19X-2 142,335.93,50.79236391,EECO,0.532836248,0.236315707,0.506547705,0.035186113,0.2664491,1.151605644,0.029712903,19.33296661,0.016718211,0.652825958,0.991325141,5.714686443,7.737107135,23.19470351,7.34122934,623.1937792,9.151587206,8.903578911,0.855052287,0.146799277,0.422522573,929.9317695,6.669298847,6.397032747,1.114235045,4.444466327,0.793025545,0.183292004,1.01644234,0.149215195,1.036492767,0.229721807,0.677659274,0.098778078,0.646114168,0.095918911,0.234970077,3.675291726,1.084004464,0.124989423,88.42466455,1.545212118,-0.696769688,32.70328026,30.09163187
762C,19X-4 56,336.57,50.85358635,EECO,0.547154183,0.252725191,0.607566879,0.037313773,0.312711121,1.430695822,0.036543079,21.1644313,0.01907401,0.67256174,1.102681286,5.685262162,8.477055804,23.99470989,8.534651575,649.9208309,10.48272493,10.24656349,1.095441557,0.073779182,0.520741844,776.1907294,8.403409046,7.797748009,1.464699624,6.000720652,1.034262969,0.242683279,1.296721721,0.193009359,1.28820529,0.285268848,0.807650196,0.121376017,0.778908782,0.119764686,0.277079758,4.342830087,1.300717024,0.13153573,89.68311442,1.431948795,-0.601295584,40.31715341,30.57864308
762C,20X-1 10,341.11,51.45162651,EECO,0.583542544,0.28519644,0.72465339,0.045479311,0.393721499,1.372607142,0.035011753,18.72425214,0.017001908,0.834364451,1.356783856,6.264760929,11.07723237,31.1520081,11.22313341,638.2983658,12.84953666,10.51428083,1.072242565,0.050798269,0.625548282,1326.231559,9.507899164,8.667804731,1.688870383,6.586162079,1.24077614,0.276433217,1.541164909,0.225576347,1.514256645,0.34131497,0.961475366,0.141335288,0.906648002,0.136437915,0.314726454,3.997432693,1.490469857,0.129753668,84.59076081,0.895945729,-0.804479119,46.58569182,29.59992328
762C,20X-1 73,341.74,51.50840953,EECO,0.551959954,0.288576779,0.814275182,0.062687133,0.474394106,1.722330441,0.042399049,17.53553178,0.015552296,0.883127788,1.542585277,6.98361909,9.776607652,22.7853798,13.64521698,686.4173361,16.18943246,11.72089884,1.231565906,0.062331896,0.768535343,1647.202007,12.00635216,10.60934915,2.268742022,9.328940795,1.716975965,0.391003978,2.047716676,0.305014577,2.030196796,0.436185506,1.217504821,0.172445845,1.127809775,0.163506046,0.333069742,3.288675837,1.828783303,0.151912114,84.7678311,0.590725976,-1.099404999,60.01117657,29.08974689
762C,20X-1 137,342.38,51.52283495,EECO,0.619152728,0.243740738,0.637846003,0.045454497,0.370203705,1.434115245,0.032959664,18.00635135,0.017911952,0.550386549,0.959038719,4.231609646,11.77562273,98.95954811,9.938763911,580.2211799,13.10769286,10.91421754,1.092183152,0.098455019,0.586367613,770.417579,10.43985113,7.924237851,1.858369139,7.587912491,1.338180173,0.323858042,1.683715068,0.244248592,1.628054314,0.349370157,1.039673295,0.146411807,0.922121985,0.137048522,0.269881401,5.343930363,1.322662622,0.119979709,81.8522352,1.022710776,-0.872004013,48.73074543,28.43939123
762C,20X-2 29,342.8,51.53230163,EECO,0.549131421,0.247895494,0.502437272,0.042905082,0.315531744,1.35725254,0.025617939,15.81421352,0.023220932,0.582738356,1.05384633,4.082563444,9.046506383,31.78404634,9.148426514,620.3441466,13.24694663,8.349122097,0.792583319,0.043377016,0.512008376,1284.144782,9.931679289,6.767126589,1.801007872,7.192169851,1.278680078,0.297468252,1.642923528,0.243987498,1.6118823,0.363163207,1.029243948,0.145860625,0.948222908,0.140424655,0.218843918,2.993389958,1.079444859,0.116672412,90.13551077,0.979887056,-0.851739871,46.64078723,30.8803058
762C,20X-2 71,343.22,51.5417683,EECO,0.705790244,0.26063203,0.737536994,0.036022793,0.43150015,1.416808616,0.040585803,17.79808036,0.019773699,0.654818361,1.033791446,5.541571033,12.44368238,16.17483185,11.6072317,651.8547981,12.50997124,11.59662608,1.252950499,0.154813262,0.678008096,901.0408629,9.986735448,8.267264913,1.830663015,7.391228903,1.3922369,0.304391176,1.659716963,0.244336883,1.623182945,0.349930688,1.012530604,0.147500308,0.920113941,0.138836078,0.314886284,3.388747458,1.517778482,0.133526698,83.53334755,0.966469052,-0.93510918,47.77864,28.20856555
762C,20X-3 2,344.03,51.56002547,EECO,0.516409657,0.273283241,0.507541761,0.043074423,0.279089341,1.294843271,0.025885649,15.41438381,0.023533058,0.586278179,1.111993532,5.727920279,24.78626686,16.49011292,8.994541182,629.0568695,13.98637226,7.51793959,0.775126302,0.199315304,0.48898754,1349.028413,9.930558662,6.646420068,1.754318074,6.901698341,1.325833489,0.292574406,1.675596271,0.243238634,1.648862006,0.374118681,1.092295221,0.153811025,0.979413156,0.143458198,0.221783582,4.69123494,1.02927922,0.100404172,90.56028505,0.913210776,-0.778627499,47.1485685,32.15975274
762C,20X-3 57,344.58,51.57242231,EECO,0.75599815,0.325035737,1.059596607,0.066827292,0.621921232,2.145834807,0.055322649,24.2056657,0.01918481,1.003891183,2.137219155,9.994017422,48.98952029,20.40545801,19.1122362,724.6936056,18.33816559,16.34270037,1.84032995,0.218980439,1.066049463,1740.512738,13.90638921,11.4039926,2.677639296,10.77928033,2.026301472,0.452911209,2.417397435,0.359924295,2.368200337,0.511155008,1.445939239,0.202529786,1.261467816,0.186073368,0.444621065,5.904641923,2.255333031,0.181913068,79.16304638,0.63255552,-1.049287456,68.33736698,27.55019643
762C,20X-3 99,345,51.58188899,EECO,0.579564772,0.2860565,0.802216169,0.055879686,0.442552804,1.785278837,0.036782253,19.44564645,0.021679428,0.79864068,1.536598575,8.232051929,28.6009046,17.25792051,13.48304527,716.5596474,17.02405629,11.89837836,1.24680644,0.163560558,0.762243256,1619.390556,13.16582333,9.756869745,2.505702474,9.915432676,1.865472775,0.421059211,2.310359503,0.332861047,2.174056235,0.471075105,1.331217703,0.186344109,1.208325111,0.18084316,0.337873387,3.53464306,1.76892114,0.151807497,84.87063472,0.547496331,-0.984791217,62.84949848,29.89101376
762C,20X-4 7,345.58,51.59496202,EECO,0.466996267,0.213546647,0.412258529,0.035168391,0.231424239,1.137017344,0.025218763,14.08546466,0.032095203,0.623077498,0.874146927,3.631219234,8.777106196,15.84417393,7.341843863,632.7784177,12.39057332,6.895319587,0.684708837,0.248759917,0.39200819,946.9869372,8.957293867,5.77130523,1.550845714,6.306901028,1.186176463,0.268183257,1.471863278,0.215765939,1.503052111,0.33094535,0.963044906,0.142702807,0.906282876,0.127662444,0.196234994,4.42569157,0.917725389,0.126632661,88.42698402,0.992553009,-0.826160971,42.09259858,32.2125067
762C,20X-CC 7,346.23,51.60961284,EECO,0.547260913,0.261154901,0.764023158,0.046126905,0.391430009,1.516698269,0.049909162,20.6300289,0.020633427,0.705937043,1.290647499,6.908761061,10.11102699,23.07316368,11.96697319,641.8548428,15.31572662,11.24672807,1.281187436,0.45967755,0.745149131,1225.025892,11.53997031,9.096645658,2.155525715,8.624830094,1.581431911,0.351921917,1.927101628,0.293005099,1.915406503,0.417083653,1.19546107,0.167569524,1.06851062,0.158671932,0.328182197,4.446745485,1.615289487,0.19587108,86.82545836,0.622327015,-0.940488894,55.80886226,29.39828669
762C,21X-1 11,350.62,51.70856217,EECO,0.550911385,0.274218947,0.667541242,0.05321106,0.364988107,1.604386772,0.044614253,26.45601831,0.020754312,0.745889267,1.273645707,7.713851752,12.27077994,18.12426683,11.98182728,758.1064589,14.30787881,10.58745205,1.171850293,0.237778466,0.628386068,940.6016553,10.79751151,9.154720805,1.917361751,7.556019818,1.412466531,0.332417479,1.793629194,0.253265069,1.654552586,0.378856094,1.063716273,0.158622402,0.980901592,0.144747192,0.287385228,3.600232418,1.515104642,0.1370227,86.10078807,1.018315672,-0.929715491,51.90666711,31.51916997
762C,21X-1 78,351.29,51.72366378,EECO,0.704360867,0.27656185,0.751773603,0.063289746,0.444479607,1.742767437,0.051179894,26.9039645,0.020567944,0.760071476,1.353951309,7.702711233,47.54787049,19.910592,14.33788947,791.4563398,16.0941916,12.6746655,1.428720441,0.20258554,0.751066563,1104.356631,12.20579889,10.21332688,2.269181176,9.116005843,1.684616794,0.377769456,2.066117282,0.285689804,1.942660653,0.430235484,1.23494468,0.17257715,1.127895347,0.161817447,0.375887453,4.271911145,1.817257081,0.169111828,84.13820797,0.923551013,-0.984263451,59.38282848,29.35381034
762C,21X-1 136,351.87,51.73673681,EECO,0.633396887,0.232949186,0.361854398,0.041862099,0.217123078,1.123893875,0.020600779,15.08617124,0.024691934,0.459930169,0.799224698,4.874614863,11.1876625,14.32159282,6.997198473,682.0723109,11.92969099,6.906289744,0.645410557,0.203148343,0.355398714,827.2603981,8.529561654,6.152931443,1.417265474,5.812672099,1.018713368,0.228942471,1.38238632,0.196326425,1.316922834,0.301931362,0.903401322,0.126224995,0.80546671,0.126033307,0.173835498,3.559409493,0.918026997,0.0994928,75.88436081,1.015256209,-0.809698593,40.24847077,31.28347492
762C,21X-2 29,352.3,51.75779627,EECO,0.576130716,0.270553702,0.792163144,0.054407172,0.43576004,1.799753704,0.051356505,23.68650956,0.02133347,0.746046083,1.227509662,7.861748606,14.25052804,20.18243388,13.53386133,771.4938454,14.09848193,13.19566416,1.453468717,0.179211847,0.723292201,965.0022964,11.05866772,10.17419449,2.034775204,8.140846378,1.495197095,0.340646522,1.830896269,0.261449458,1.747078167,0.375336364,1.09510193,0.159857138,1.00710253,0.148791879,0.364645883,4.037251127,1.841333539,0.163930524,84.37713372,0.944242254,-0.890416003,53.96842308,29.18314729
762C,21X-2 88,352.89,51.7878616,EECO,0.536755978,0.265061712,0.570348656,0.048534924,0.304903493,1.396628603,0.036355075,22.86845752,0.027872316,0.735995404,1.210617933,6.51557876,10.74005204,18.18915412,10.40813488,735.1188787,12.8845458,9.747736501,1.063797056,0.2254562,0.543744603,807.4502221,9.653898568,8.42725886,1.691794521,6.739721681,1.214513431,0.290690451,1.566671124,0.222502166,1.501351731,0.340574627,0.999187009,0.13983066,0.924238861,0.134899476,0.266721829,4.151574447,1.344949442,0.132109633,87.34199969,1.062979367,-0.780119541,46.73167897,31.81749796
762C,21X-CC 33,353.32,51.80977362,EECO,0.626326817,0.284989739,0.800002841,0.065805732,0.436183347,2.257461266,0.051744764,26.64092976,0.023818059,0.785338649,1.589307385,8.587767567,23.23211761,34.73236251,13.22648817,742.2255529,18.45973856,15.66482169,1.643586326,0.290441923,0.747104637,866.833269,13.63660323,12.93924182,2.628148957,10.68641615,1.960116697,0.462408151,2.414240913,0.347707546,2.213824915,0.500737442,1.437101191,0.197534143,1.243873285,0.189925333,0.421754151,4.586459906,2.08724789,0.281837578,83.42736326,0.837663496,-0.89632912,69.31761833,29.60429335
762C,22X-1 90,360.91,52.19654621,post-ETM3,0.552789378,0.259491041,0.601222959,0.034961561,0.204937759,1.342625108,0.037053095,17.04212232,0.024826798,0.550597637,1.776884301,8.199213553,26.93124808,29.6591398,7.492068786,895.990313,10.36185107,9.755709251,1.134414236,0.22564944,0.502750863,670.5995673,8.255936879,8.727622498,1.510477753,5.910441247,1.035067843,0.245126986,1.296232565,0.185761724,1.234455497,0.28282927,0.81676329,0.113296886,0.758479267,0.11522141,0.267670875,4.387642114,1.265331903,0.198760949,82.27181807,1.051935811,-0.973090149,40.84956419,30.55153236
762C,22X-2 81,362.32,52.26839724,post-ETM3,0.439624426,0.298769551,0.706725601,0.032232885,0.225132125,1.467090596,0.047852138,21.12351198,0.024384782,0.711372359,1.920786089,8.804023597,17.72122538,21.8688282,8.46636735,872.1068861,11.22289135,13.53179321,1.392132399,0.196845483,0.614821135,860.3207122,8.663471513,8.679487574,1.507899891,5.987936488,1.076870033,0.240492858,1.313067657,0.197200294,1.254173564,0.295566553,0.878285001,0.127294358,0.80596684,0.118254834,0.317661531,4.126799554,1.501922886,0.220172495,85.88777373,1.107400731,-0.796849896,42.36885881,32.07533973
762C,22X-3 7,363.08,52.30712546,post-ETM3,0.441578603,0.327902586,0.844368868,0.043657497,0.24386293,1.914396292,0.044867494,27.82540314,0.024340344,0.864281822,2.476671659,11.86825311,19.06528964,28.13060397,9.963785424,905.2343986,12.58995944,17.8242931,1.533548571,0.169302694,0.71135957,977.2835234,9.720026972,10.20591039,1.80368034,7.116241811,1.224617697,0.28724033,1.579001204,0.227762181,1.510558683,0.33390875,0.983430938,0.140683192,0.887357577,0.13407589,0.375803802,3.910978939,1.865490992,0.266283873,86.35748149,0.933450891,-1.034007686,48.74445539,31.82494752
762C,22X-3 75,363.76,52.34177702,post-ETM3,0.368728532,0.251541192,0.714513217,0.03899306,0.292316914,1.640749795,0.038251909,21.11275122,0.027052404,0.630699942,1.381253692,7.136984258,10.46685543,14.60209842,9.074483525,700.6512924,13.17915764,10.33758786,1.232394497,0.295378712,0.609382378,836.1433999,10.15946943,8.449784496,1.756845085,7.276401362,1.351086271,0.320765301,1.684470307,0.252546573,1.585082303,0.349178021,1.048908783,0.156695955,0.967848563,0.137977575,0.278345422,4.540240517,1.48573013,0.169062389,85.96564631,0.726459463,-1.011444173,48.67621767,32.50610206
762C,22X-3 139,364.4,52.37439026,post-ETM3,0.426869099,0.248457102,0.703278108,0.034759295,0.245242414,1.767254147,0.036298717,22.55174005,0.01828892,0.663397074,1.582371951,8.468471821,10.29378798,16.04840593,8.223851058,890.9936486,12.70530316,10.44106853,1.217198084,0.312732244,0.575869406,718.8426481,9.814722624,9.120676983,1.694258033,7.226965963,1.376266808,0.317472481,1.652906318,0.239262976,1.597174887,0.347464082,1.02603996,0.14826918,0.921260725,0.132180391,0.282462297,3.946651093,1.546024534,0.168247978,87.37970904,1.001711396,-1.090630321,48.32022457,31.54905428
762C,22X-4 6,364.57,52.38305315,post-ETM3,0.452947911,0.271040062,0.818518633,0.039820991,0.319408717,1.723425551,0.050233249,22.73159319,0.017387907,0.735482855,1.680881874,8.451155025,9.814855541,17.24115127,9.747271765,828.5303518,11.76675779,12.10865757,1.544245788,0.300877898,0.703187726,652.6308059,9.615158275,9.478148333,1.677222874,7.05299011,1.294433753,0.291280042,1.485610227,0.224835707,1.50988186,0.323806653,0.988945207,0.146341112,0.901824526,0.129169855,0.336403279,4.051724116,1.739764356,0.197899066,84.8596127,1.113046926,-1.01865501,46.88640632,30.0449865
762C,22X-4 76,365.27,52.41872387,post-ETM3,0.443084003,0.273521306,0.721937562,0.028623435,0.309421407,1.630954522,0.038969109,19.1872634,0.024111792,0.618091292,1.337297775,7.410796116,10.12426694,16.47674117,9.108833088,734.0845132,12.15905351,11.63124578,1.244672904,0.233307244,0.633196903,766.5796944,9.295503738,8.812871691,1.631979047,6.639520572,1.266858447,0.273431876,1.498818635,0.223962192,1.514094437,0.333872484,0.99147456,0.14572748,0.914553719,0.133747251,0.289324497,4.037961187,1.514694805,0.160075864,86.44665911,0.87053677,-0.820366195,45.83546964,31.71970044
762C,22X-4 137,365.88,52.44980836,post-ETM3,0.388917369,0.217596114,0.538729143,0.024860835,0.249735615,1.343724241,0.030888492,13.63902303,0.025503166,0.466140586,1.041768043,5.241083815,21.20412889,11.98374845,7.241470357,678.1394752,11.36181831,8.554151978,0.91820457,0.255312395,0.457892988,823.4474404,8.812816301,7.557390196,1.539241893,6.274403009,1.194681789,0.281421532,1.437108356,0.214142527,1.425070386,0.309420696,0.921879975,0.13737513,0.875493967,0.128066627,0.235833787,3.935474796,1.355997646,0.136252989,89.75073094,0.695213253,-1.014089635,42.47033069,31.63109871
762C,22X-5 7,366.08,52.46,post-ETM3,0.382069598,0.233554449,0.610733539,0.038183521,0.295326158,1.519943255,0.032978618,15.94401698,0.027583103,0.518148656,1.283055389,7.117218936,11.72293324,13.59425055,8.317810519,754.9959292,13.74676602,10.15549263,1.042485739,0.286669836,0.511538176,692.9241917,10.21293839,9.230857003,1.81262911,7.66838374,1.495616505,0.33392068,1.679188764,0.252234238,1.679269945,0.364568387,1.084769573,0.160720779,0.992296668,0.142362777,0.29304578,3.968364201,1.577408912,0.20085532,87.49611908,0.59040741,-1.113195325,50.85652258,32.05652507
762C,22X-5 75,366.76,52.51821719,post-ETM3,0.427218088,0.255875322,0.716060704,0.03842303,0.300228603,1.764284618,0.043148402,22.88035526,0.021712903,0.778150177,1.661724806,8.634462779,11.12376753,17.62142232,9.16876787,849.1834443,13.92818225,11.79608301,1.327994926,0.227892811,0.58286292,629.7528246,10.81985934,9.54862654,1.934244351,8.134094283,1.526500046,0.343116714,1.730564447,0.261162689,1.758197537,0.375658528,1.123693958,0.163070437,0.986627077,0.141630776,0.333949736,4.16252667,1.754171208,0.161560978,85.98794719,0.789030872,-1.043282719,52.77522897,31.29567891
762C,22X-5 142,367.43,52.57557825,post-ETM3,0.405557021,0.251380817,0.544233466,0.031544097,0.19120324,1.359715479,0.035807456,17.5700054,0.021215057,0.581097287,1.412652752,7.463574061,11.7921887,17.57445299,6.331912306,779.9626858,11.96515064,8.755655054,0.996627223,0.251825266,0.433400767,645.7952264,8.794831569,7.574504503,1.516540831,6.260165294,1.168941118,0.252096661,1.400091187,0.207673197,1.398480228,0.304755601,0.929767623,0.13676733,0.846139595,0.119821588,0.250261238,3.925493763,1.266337059,0.134607234,89.31769384,1.011807721,-0.993317476,42.87572697,32.23615012
762C,22X-6 37,367.88,52.61410434,post-ETM3,0.473555675,0.261736453,0.565378905,0.035847782,0.213198254,1.345472579,0.033178845,21.54001442,0.019635456,0.625893393,1.76808525,9.076485979,11.81507964,19.10302822,7.378742247,865.6398242,12.1552659,9.10733221,1.015448965,0.23974713,0.458360698,764.3060764,9.157639444,7.845146029,1.56573292,6.587970726,1.210362291,0.272346956,1.391217017,0.216241095,1.424768338,0.321799371,0.935109247,0.136093618,0.860092052,0.124217599,0.257246348,4.19783657,1.396507435,0.135156872,88.94728746,0.932912598,-1.019231963,44.2040026,33.17021269
762C,22X-6 75,368.26,52.63802356,post-ETM3,0.422730348,0.219590135,0.586516377,0.030099396,0.279468025,1.386180998,0.032072836,16.06188251,0.022584579,0.647300499,1.367873644,7.545319306,8.775312277,15.9715612,7.122503151,818.4182283,12.46044747,8.817293222,1.06163761,0.344489572,0.482860148,654.7203174,9.704864944,7.948841213,1.652034034,6.829669178,1.274335085,0.281808094,1.492430827,0.232438655,1.543433907,0.325822947,1.00709637,0.142468927,0.895084863,0.126093558,0.254255673,4.060785921,1.356977417,0.156070768,73.00349651,0.855336987,-0.977583918,45.91687007,33.60561041
762C,22X-6 113,368.64,52.65567811,post-ETM3,0.488614768,0.231485153,0.567822453,0.030610872,0.240631039,1.321540598,0.034404688,19.91242412,0.020517028,0.571851231,1.29260679,6.737128065,9.900131766,14.48560431,7.15123768,876.3454841,11.40523354,8.804232453,1.075009941,0.280957768,0.463015692,606.9893053,8.861978817,7.53907067,1.481174544,6.225682389,1.141077354,0.259402565,1.328831506,0.202326739,1.343113744,0.298397064,0.876626499,0.127301187,0.791486603,0.116830794,0.247082389,3.40900417,1.333720282,0.125809907,88.04427023,1.009903924,-1.013160433,41.99853401,33.14794098
762C,22X-CC 22,368.88,52.66682836,post-ETM3,0.380601201,0.247926804,0.693998405,0.035822433,0.312869789,1.581217731,0.041107039,23.37963071,0.020465687,0.698294356,1.625778988,7.324800745,10.70979156,20.23337118,9.7597815,842.6392167,12.35855472,10.82621412,1.281551225,0.22646891,0.56788116,681.5180933,9.903813425,8.878386738,1.71652249,7.072780898,1.341964241,0.357432356,1.553967055,0.234857138,1.523118614,0.331950935,1.020867214,0.147941682,0.885741668,0.125151206,0.289380901,4.312596363,1.609259925,0.140527222,88.45538702,0.9648336,-1.054979981,47.45305038,34.38303177
762C,23X-1 16,369.67,52.70353125,post-ETM3,0.40924796,0.311006922,0.876887961,0.026191238,0.288103373,1.97886401,0.043346534,25.14870455,0.022570992,0.74522505,2.210480987,9.633129592,16.84525428,21.3365056,9.575038466,862.61319,12.69979141,12.91216844,1.594073077,0.222440325,0.708351888,770.68319,10.20451417,11.0698524,1.855237978,7.387192143,1.39218109,0.371566746,1.668154678,0.247857966,1.564687224,0.336028614,1.051409964,0.143520413,0.920807079,0.137146495,0.387874476,3.934267127,1.893280253,0.185839725,85.59588675,0.806749061,-1.184432121,51.04994838,33.85307202
762C,23X-1 67,370.18,52.72722553,post-ETM3,0.382211957,0.250888596,0.639631343,0.026164741,0.252914924,1.420051173,0.030151374,17.27655396,0.025653996,0.498812163,1.236994118,5.678625317,11.48772626,15.08477651,7.618875854,705.2041444,10.57898141,8.586821805,1.109009937,0.205257758,0.521224482,648.5045117,8.146961708,7.721396508,1.323405811,5.410442762,1.02410765,0.271799326,1.238594602,0.185986514,1.226422366,0.275220385,0.855086426,0.122064472,0.757364918,0.119467307,0.235913556,4.463334715,1.31466047,0.142574311,88.52547767,0.87100409,-0.903726815,39.25730216,35.50880392
762C,23X-1 90,370.41,52.73791118,post-ETM3,0.410795018,0.25751538,0.696223056,0.025463679,0.268462094,1.555452216,0.030911539,18.34415857,0.023067336,0.603145231,1.421266063,6.873567704,12.05563668,18.98005809,8.422518162,775.964097,11.68872362,9.787786875,1.114264458,0.215171079,0.545290722,701.5134544,8.723491397,8.501487406,1.451042025,5.999858536,1.182249329,0.307431047,1.404640333,0.203443131,1.34275076,0.302757622,0.898985378,0.133226905,0.817638121,0.122208494,0.258398345,4.377520642,1.490709147,0.151334767,89.23110283,0.731128268,-0.991101154,43.0799341,34.86258152
762C,23X-1 122,370.73,52.75277817,post-ETM3,0.502254943,0.269306767,0.943693346,0.028903912,0.436924046,2.041167055,0.05059323,17.56030726,0.021507628,0.741971706,1.498464363,7.123353573,11.76127111,28.80952237,12.83933096,789.8178204,13.74726502,13.27763582,1.612304185,0.269124192,0.827484191,752.971578,11.2814148,11.57570028,2.056086402,8.202308201,1.58303785,0.409915707,1.81944167,0.267423366,1.751120105,0.373506769,1.133052728,0.163117228,0.976264817,0.145076524,0.387073738,4.55597501,2.192952321,0.174294072,83.50427941,0.620432077,-1.260081908,55.48473147,32.60848073
762C,23X-2 3,371.04,52.76718057,ETM3,0.435435074,0.263270257,0.897623107,0.031110387,0.380594483,1.780971959,0.041977506,18.12222352,0.021189103,0.642162876,1.410387493,6.589136676,13.03280192,15.90178405,10.89983361,779.7836244,11.69666339,11.49856472,1.516753799,0.242452136,0.748936995,560.4905455,9.54835709,10.23398143,1.721026842,6.862430281,1.311324125,0.331504752,1.523865653,0.22028149,1.465232127,0.311832469,0.953956646,0.129019963,0.848829593,0.125056091,0.327312441,4.40997361,1.724321497,0.16838761,84.69503391,1.029500515,-0.938137898,47.28336194,32.93039751
762C,23X-2 32,371.33,52.78065379,ETM3,0.412048957,0.267654423,0.881488552,0.028649053,0.338168704,1.688535607,0.043224661,18.13685645,0.021024266,0.64366136,1.519030392,6.621133809,12.24809015,15.17467264,10.4750597,823.2756009,12.15614054,11.7595447,1.480409312,0.217843754,0.711640633,664.321061,9.714411973,10.13367232,1.669890833,6.806511455,1.265227988,0.315616621,1.472317721,0.226596963,1.435079128,0.319307024,0.934510471,0.139058592,0.879289696,0.132407505,0.32573068,4.303666118,1.742963427,0.169168278,85.85036331,0.954066415,-1.042081588,47.60003883,31.49623757
762C,23X-2 66,371.67,52.79644997,ETM3,0.619978212,0.381861186,1.512041127,0.034143339,0.531161616,2.684792347,0.069577202,32.60329357,0.017793015,1.235659708,2.986596933,14.11484859,30.04079022,23.98532142,18.39470519,939.6643064,13.54186906,19.88195437,2.624529743,0.276188581,1.300994473,790.9287141,12.26926786,15.87350842,2.308583392,9.297852148,1.832421363,0.365672885,1.843643286,0.273078322,1.863990804,0.387528298,1.119436052,0.164800185,1.059373171,0.14964231,0.566733027,4.813794811,2.91897,0.253185021,75.20838601,0.804736164,-1.048262885,62.35066755,27.80468202
762C,23X-2 86,371.87,52.80574184,ETM3,0.561661126,0.321341273,1.1820153,0.030562155,0.470221328,2.134070234,0.053160861,24.8791468,0.022805221,0.838658924,1.832841932,9.473058759,10.11925751,19.59779572,15.17933079,787.4326755,12.72660659,15.19492933,1.990053489,0.241930576,1.026722735,689.2560389,10.56183264,12.30810705,1.822262206,7.553042712,1.381818243,0.284364423,1.569928189,0.229332991,1.547124416,0.334656579,1.015122129,0.148170692,0.944381915,0.137473136,0.433938906,4.981624368,2.306898345,0.203904457,80.00498379,0.80596368,-0.854428285,52.56422391,28.44662027
762C,23X-2 116,372.17,52.81967965,ETM3,0.60960302,0.367340317,1.272426978,0.03198216,0.38726115,2.344223399,0.050862966,37.57079933,0.022120895,1.087776254,2.548376466,12.89791689,11.66091347,22.64367641,15.28022697,817.4198871,13.21980771,18.44612934,2.152380185,0.252758871,1.070659845,848.2887671,11.22129667,13.81192776,2.099635939,8.673795398,1.600583539,0.338640012,1.724199617,0.254345343,1.683518431,0.369418035,1.077304468,0.154801482,0.991925092,0.146502241,0.510433394,5.279786067,2.802580658,0.230355031,78.74313709,0.470212449,-1.0065621,57.36770174,26.5577048
762C,23X-3 1,372.52,52.83594043,ETM3,0.365239696,0.287916186,0.745386301,0.046264388,0.281309192,1.792248014,0.036388361,18.70694192,0.0421257,0.740112604,1.630346584,8.1584658,7.472766938,16.29016783,10.46201047,733.0781238,19.19285086,11.59380605,1.19089309,0.217753373,0.624949829,912.8977601,13.4572038,13.32623366,2.598317844,10.94648573,2.129757272,0.467518459,2.474144574,0.357045421,2.341218182,0.514313457,1.558357983,0.216225516,1.378542145,0.196385057,0.325627164,4.319762816,1.980391971,0.17147731,86.47339308,0.074423835,-1.021534869,71.15459997,31.08092174
762C,23X-3 20,372.715,52.845,ETM3,0.782518758,0.572020216,2.233291013,0.078454252,0.593786882,3.916077095,0.097386821,41.10584176,0.022780743,2.127754715,4.492028808,21.7201599,12.53273032,37.3930489,27.82784377,799.8118458,24.27805028,34.04804423,3.586300098,0.285883954,1.874298652,1330.935033,19.76149694,24.81759874,4.123924861,16.98159938,3.218416297,0.69436203,3.397358972,0.497843109,3.211368824,0.685801596,2.0039875,0.281713715,1.742354852,0.252688486,0.971244805,6.510835062,4.580456092,0.454575521,64.61916228,-0.142913872,-1.314016447,105.9485656,24.2325072
